1508414400,43.1221,141.426,62
1508414450,43.1237,141.425,337
1508414500,43.1262,141.424,612
1508414550,43.1293,141.424,887
1508414600,43.1324,141.424,1162
1508414650,43.135,141.425,1437
1508414700,43.1368,141.427,1712
1508414750,43.1381,141.429,1987
1508414800,43.139,141.431,2262
1508414850,43.1397,141.434,2537
1508414900,43.1404,141.438,2812
1508414950,43.141,141.442,3087
1508415000,43.1416,141.447,3362
1508415050,43.1421,141.452,3637
1508415100,43.1426,141.458,3912
1508415150,43.1431,141.465,4187
1508415200,43.1435,141.472,4462
1508415250,43.1439,141.479,4737
1508415300,43.1444,141.487,5012
1508415350,43.1448,141.496,5287
1508415400,43.1452,141.505,5562
1508415450,43.1456,141.515,5837
1508415500,43.146,141.525,6112
1508415550,43.1463,141.536,6387
1508415600,43.1465,141.547,6662
1508415650,43.1468,141.56,6937
1508415700,43.1471,141.572,7212
1508415750,43.1475,141.586,7487
1508415800,43.1481,141.6,7762
1508415850,43.1489,141.615,8037
1508415900,43.1501,141.631,8312
1508415950,43.1516,141.647,8587
1508416000,43.1535,141.665,8862
1508416050,43.1558,141.684,9137
1508416100,43.1585,141.704,9412
1508416150,43.1615,141.726,9687
1508416200,43.1647,141.75,9962
1508416250,43.1681,141.776,10237
1508416300,43.1716,141.804,10512
1508416350,43.175,141.833,10787
1508416400,43.1785,141.863,11062
1508416450,43.1819,141.894,11337
1508416500,43.1853,141.926,11612
1508416550,43.1886,141.958,11887
1508416600,43.1919,141.991,11703.9
1508416650,43.1953,142.022,11230
1508416700,43.1987,142.053,10772.6
1508416750,43.2022,142.082,10328.4
1508416800,43.2055,142.108,9896.12
1508416850,43.2086,142.131,9475.1
1508416900,43.2112,142.152,9064.62
1508416950,43.2132,142.17,8664.05
1508417000,43.2148,142.187,8272.82
1508417050,43.2158,142.203,7890.4
1508417100,43.2164,142.218,7516.33
1508417150,43.2169,142.232,7150.16
1508417200,43.2172,142.245,6791.5
1508417250,43.2174,142.257,6439.97
1508417300,43.2178,142.268,6095.24
1508417350,43.2181,142.279,5756.99
1508417400,43.2186,142.288,5424.93
1508417450,43.219,142.298,5098.79
1508417500,43.2196,142.306,4778.31
1508417550,43.2201,142.314,4463.25
1508417600,43.2208,142.321,4153.39
1508417650,43.2214,142.327,3848.54
1508417700,43.2221,142.333,3548.48
1508417750,43.2228,142.338,3253.04
1508417800,43.2235,142.343,2962.05
1508417850,43.2243,142.347,2675.35
1508417900,43.2251,142.351,2392.78
1508417950,43.2261,142.354,2114.2
1508418000,43.2273,142.356,1839.47
1508418050,43.229,142.358,1568.46
1508418100,43.2311,142.359,1301.06
1508418150,43.2334,142.36,1037.14
1508418200,43.2354,142.36,776.601
1508418250,43.2369,142.36,519.329
1508418300,43.2377,142.358,265.229
1508418350,43.2383,142.357,14.2046
1508418353,43.2383,142.357,-0.761071
